Date,Item,UPC,Item,Current Units,Current Sales,Current Weight
2024-07-28,13834 - LIME-FROSTED COCONUT BAR,13834,LIME-FROSTED COCONUT BAR,0,0,0
2024-07-28,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,4,13,4
2024-07-28,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-07-28,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,2,7.3,2
2024-07-28,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,3,11.85,3
2024-07-28,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),0,0,0
2024-07-28,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,0,0,0
2024-07-28,25377 - COFFEE CAKE,25377,COFFEE CAKE,2,7.9,2
2024-07-28,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-07-28,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,3,11.85,3
2024-07-28,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-07-28,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,8,26,8
2024-07-28,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,2,6.5,2
2024-07-28,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,2,9.9,2
2024-07-28,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,0,0,0
2024-07-28,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,1,4.95,1
2024-07-28,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,1,5.95,1
2024-07-28,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,1,5.45,1
2024-07-28,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,1,5.45,1
2024-07-28,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",1,6.45,1
2024-07-28,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,2,7.9,2
2024-07-28,762111198464 - ETHOS BOTTLED WATER,762111198464,ETHOS BOTTLED WATER,0,0,0
2024-07-28,762111329240 - DRK CHOC CVRD ESPRESSO BNS,762111329240,DRK CHOC CVRD ESPRESSO BNS,0,0,0
2024-07-29,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,1,3.25,1
2024-07-29,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-07-29,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,2,7.3,2
2024-07-29,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,5,19.75,5
2024-07-29,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),2,7.3,2
2024-07-29,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,2,7.9,2
2024-07-29,25377 - COFFEE CAKE,25377,COFFEE CAKE,1,3.95,1
2024-07-29,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-07-29,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,1,3.95,1
2024-07-29,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-07-29,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,0,0,0
2024-07-29,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,2,6.5,2
2024-07-29,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,3,9.75,3
2024-07-29,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-07-29,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,0,0,0
2024-07-29,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,2,9.9,2
2024-07-29,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,2,9.9,2
2024-07-29,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,0,0,0
2024-07-29,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,0,0,0
2024-07-29,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,0,0,0
2024-07-29,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",0,0,0
2024-07-29,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,2,7.9,2
2024-07-29,762111198464 - ETHOS BOTTLED WATER,762111198464,ETHOS BOTTLED WATER,0,0,0
2024-07-29,762111329240 - DRK CHOC CVRD ESPRESSO BNS,762111329240,DRK CHOC CVRD ESPRESSO BNS,0,0,0
2024-07-29,851769007676 - SIETE LIME TORTILLA CHIPS,851769007676,SIETE LIME TORTILLA CHIPS,1,2.55,1
2024-07-30,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,1,3.25,1
2024-07-30,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-07-30,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),0,0,0
2024-07-30,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,2,7.9,2
2024-07-30,25377 - COFFEE CAKE,25377,COFFEE CAKE,1,3.95,1
2024-07-30,25384 - BLUEBERRY YOGURT MUFFIN,25384,BLUEBERRY YOGURT MUFFIN,0,0,0
2024-07-30,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-07-30,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,0,0,0
2024-07-30,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-07-30,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,4,13,4
2024-07-30,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,1,3.25,1
2024-07-30,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-07-30,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,2,10.9,2
2024-07-30,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,1,4.95,1
2024-07-30,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,2,9.9,2
2024-07-30,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,0,0,0
2024-07-30,26690 - PETITE VANILLA BEAN SCONE,26690,PETITE VANILLA BEAN SCONE,1,1.95,1
2024-07-30,602652170683 - KIND BAR SALTED CARAMEL DK CHOC,602652170683,KIND BAR SALTED CARAMEL DK CHOC,1,1.95,0.083
2024-07-30,762111144355 - *D*MADELEINES,762111144355,*D*MADELEINES,0,0,0
2024-07-30,762111198464 - ETHOS BOTTLED WATER,762111198464,ETHOS BOTTLED WATER,2,5.9,0.084
2024-07-30,762111329240 - DRK CHOC CVRD ESPRESSO BNS,762111329240,DRK CHOC CVRD ESPRESSO BNS,0,0,0
2024-07-30,762111329264 - SALTED ALMOND CHOC BITES,762111329264,SALTED ALMOND CHOC BITES,0,0,0
2024-07-31,072238660011 - SQUIRREL BRAND FRUIT AND NUT BLND,072238660011,SQUIRREL BRAND FRUIT AND NUT BLND,0,0,0
2024-07-31,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,1,3.25,1
2024-07-31,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-07-31,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,1,3.65,1
2024-07-31,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,4,15.8,4
2024-07-31,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,1,3.95,1
2024-07-31,25377 - COFFEE CAKE,25377,COFFEE CAKE,1,3.95,1
2024-07-31,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-07-31,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,0,0,0
2024-07-31,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-07-31,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,1,3.25,1
2024-07-31,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,1,3.25,1
2024-07-31,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,0,0,0
2024-07-31,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-07-31,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,0,0,0
2024-07-31,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,2,9.9,2
2024-07-31,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,1,4.95,1
2024-07-31,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,1,4.95,1
2024-07-31,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,1,5.45,1
2024-07-31,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",0,0,0
2024-07-31,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,1,5.95,0.083
2024-07-31,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,1,3.95,1
2024-07-31,762111144355 - *D*MADELEINES,762111144355,*D*MADELEINES,0,0,0
2024-07-31,851769007676 - SIETE LIME TORTILLA CHIPS,851769007676,SIETE LIME TORTILLA CHIPS,1,2.55,1
2024-08-01,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,1,3.25,1
2024-08-01,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-08-01,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,3,11.85,3
2024-08-01,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),0,0,0
2024-08-01,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,0,0,0
2024-08-01,25377 - COFFEE CAKE,25377,COFFEE CAKE,0,0,0
2024-08-01,25384 - BLUEBERRY YOGURT MUFFIN,25384,BLUEBERRY YOGURT MUFFIN,0,0,0
2024-08-01,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,1,3.95,1
2024-08-01,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-08-01,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,1,3.25,1
2024-08-01,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,1,3.25,1
2024-08-01,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,1,4.95,1
2024-08-01,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,0,0,0
2024-08-01,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,0,0,0
2024-08-01,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,2,11.9,2
2024-08-01,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,3,14.85,3
2024-08-01,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,2,10.9,2
2024-08-01,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,0,0,0
2024-08-01,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",1,6.45,1
2024-08-01,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,1,3.95,1
2024-08-01,762111198464 - ETHOS BOTTLED WATER,762111198464,ETHOS BOTTLED WATER,1,2.95,0.042
2024-08-01,810091780473 - SIETE SEA SALT POTATO CHIPS,810091780473,SIETE SEA SALT POTATO CHIPS,1,2.55,1
2024-08-02,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,1,3.25,1
2024-08-02,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-08-02,"14216 - POTATO, CHEDDAR & CHIVE BAKES",14216,"POTATO, CHEDDAR & CHIVE BAKES",1,5.45,1
2024-08-02,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,0,0,0
2024-08-02,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),0,0,0
2024-08-02,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,0,0,0
2024-08-02,25377 - COFFEE CAKE,25377,COFFEE CAKE,0,0,0
2024-08-02,25384 - BLUEBERRY YOGURT MUFFIN,25384,BLUEBERRY YOGURT MUFFIN,0,0,0
2024-08-02,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-08-02,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,1,3.95,1
2024-08-02,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-08-02,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,1,3.25,1
2024-08-02,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,6,19.5,6
2024-08-02,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,3,9.75,3
2024-08-02,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,1,4.95,1
2024-08-02,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,0,0,0
2024-08-02,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,1,4.95,1
2024-08-02,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,1,5.95,1
2024-08-02,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,3,14.85,3
2024-08-02,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,2,10.9,2
2024-08-02,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",0,0,0
2024-08-02,26690 - PETITE VANILLA BEAN SCONE,26690,PETITE VANILLA BEAN SCONE,2,3.9,2
2024-08-02,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,0,0,0
2024-08-02,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,2,7.9,2
2024-08-02,851769007676 - SIETE LIME TORTILLA CHIPS,851769007676,SIETE LIME TORTILLA CHIPS,1,2.55,1
2024-08-03,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,2,6.5,2
2024-08-03,14089 - BUMBLEBEE CAKE POP,14089,BUMBLEBEE CAKE POP,0,0,0
2024-08-03,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,0,0,0
2024-08-03,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),2,7.3,2
2024-08-03,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,1,3.95,1
2024-08-03,25377 - COFFEE CAKE,25377,COFFEE CAKE,1,3.95,1
2024-08-03,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-08-03,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-08-03,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,0,0,0
2024-08-03,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,2,6.5,2
2024-08-03,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-08-03,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,0,0,0
2024-08-03,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,0,0,0
2024-08-03,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,0,0,0
2024-08-03,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,0,0,0
2024-08-03,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,2,10.9,2
2024-08-03,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,1,5.45,1
2024-08-03,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",0,0,0
2024-08-03,26690 - PETITE VANILLA BEAN SCONE,26690,PETITE VANILLA BEAN SCONE,1,1.95,1
2024-08-03,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,0,0,0
2024-08-03,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,2,7.9,2
2024-08-03,762111144355 - *D*MADELEINES,762111144355,*D*MADELEINES,0,0,0
2024-08-03,762111329240 - DRK CHOC CVRD ESPRESSO BNS,762111329240,DRK CHOC CVRD ESPRESSO BNS,0,0,0